id,Condition,item_id,share,share01
5ed434531abc010dd521f5da,2,1,1,0.0
5dc6c59a302a184c4821c422,1,1,1,0.0
582080a4cc5f08000103c98d,2,1,1,0.0
5edd7c40d20f6ba932ccbb8b,1,1,2,0.16666666666666666
5e84263c69f89a17f0f4fcb6,1,1,2,0.16666666666666666
5e521c00158f1d2434b34903,2,1,2,0.16666666666666666
59f06a9577860e000151379e,2,1,1,0.0
5c1d350915a94b00018d676d,2,1,1,0.0
5dfe25455a3425ac4ba1a1a3,2,1,4,0.5
5e7fc23940bdc9699e866453,1,1,1,0.0
5b8eb023b1e3d30001466da4,2,1,1,0.0
5b65b4a9bd3c8a0001d475c8,2,1,2,0.16666666666666666
5ede1f70316c24036a5a49c4,1,1,1,0.0
5f16cd081b2ba4000806c061,1,1,1,0.0
5da42ce2aebbe900133d9d18,2,1,1,0.0
5c9ce9054a839d0001e78133,2,1,1,0.0
5edbe5f078c9e80a06c0d77b,2,1,5,0.6666666666666666
5eb9856147beca089a4c2381,2,1,2,0.16666666666666666
5f15da316859f00fab216356,2,1,2,0.16666666666666666
5ebc0dcec9952a000af93b86,1,1,1,0.0
57313ba2070de6000f43384e,1,1,1,0.0
5f04a74fdaebf80db8784edf,2,1,1,0.0
5e830511d22cbe0008e323c0,1,1,1,0.0
5b183880b594bd000196e392,2,1,1,0.0
5e9c29a39c157d14227afac8,1,1,2,0.16666666666666666
5f0ec59e5e6ae42398a22fec,2,1,3,0.3333333333333333
5f0ec59e5e6ae42398a22fec,1,1,2,0.16666666666666666
5ed61f268f11530122d85d03,1,1,2,0.16666666666666666
58a085f6f6cc2100012af56e,1,1,1,0.0
5ed05baa1c075613405e5336,1,1,1,0.0
5c7fb80a1a744b001645ec42,2,1,4,0.5
5cd59972141c860019dde025,1,1,1,0.0
5e10101f5005cc71e0c311bc,2,1,6,0.8333333333333334
5d3f2d5900fd1d001cfbb50b,1,1,2,0.16666666666666666
5f1534f66bc35e12cc08ea02,2,1,1,0.0
5f16dfa4e364f1000df041a5,1,1,1,0.0
5f15aec1e584f420d64ed291,1,1,1,0.0
5ee328f1ac3291251ef805ac,1,1,3,0.3333333333333333
5e89254cb739115c38220fda,1,1,3,0.3333333333333333
5f117fa39bca135207d424d3,1,1,1,0.0
5e86366d568c630d55dbfe3b,1,1,1,0.0
5cc58a0fa6e5a400014ea1fe,1,1,1,0.0
5c462f92daffa10001ca64e6,1,1,4,0.5
5c38cdf86be09c00011383aa,1,1,1,0.0
571b8ee55d40840013c4e138,2,1,4,0.5
5dd5d194d3ac2a5851d9394a,2,1,1,0.0
5ed1717c9654ab0b17be2ceb,2,1,1,0.0
5e548644467c4e496a933633,2,1,1,0.0
5ed688e5d416480d359f3c71,2,1,4,0.5
5d3f34ea8d82dd0001e04247,2,1,1,0.0
5f0f9467fc926a0008ac3bd7,1,1,5,0.6666666666666666
5ec9955dae39ce4b4fca335b,2,1,3,0.3333333333333333
5ec5977697476e5c1b0874ee,1,1,4,0.5
5ef64bd59a2ea931f0631298,1,1,3,0.3333333333333333
5dcc499cb88ed1000ad81605,1,1,2,0.16666666666666666
5e0e72587855d35d4dd68c7d,2,1,1,0.0
5ebb1d8e26dc0a0e7b4cc2d6,1,1,1,0.0
5d691c75c1f1f20001b1f479,2,1,3,0.3333333333333333
5ea89875a09cad2e96886d84,1,1,1,0.0
5eaa44735178b01cf0d4d1d6,2,1,2,0.16666666666666666
5e46334b110b371166f321f7,1,1,4,0.5
5e9c5aa34bf531172bac341b,1,1,5,0.6666666666666666
5e8bb664693ae40a0012feb3,1,1,1,0.0
5ec599b21fc1905d18dc7b97,2,1,3,0.3333333333333333
5aa699d6777df20001607922,1,1,2,0.16666666666666666
5c2e0e0b8a20f50001e9fba0,1,1,1,0.0
5ed8d1853fa4f50463cf7d41,1,1,1,0.0
5ec18c2cfcf7560a3a256a3a,1,1,5,0.6666666666666666
5eb3020965194f0d5394fb0f,1,1,5,0.6666666666666666
5e9089c209881f3906e83cec,1,1,5,0.6666666666666666
5f1039d257b47629d6d959a8,2,1,5,0.6666666666666666
5f035cb3e9d86255405f1d46,1,1,4,0.5
5e9f86d557028a133d45b926,1,1,2,0.16666666666666666
5ed6949c56cb1a0e8bfefbe0,1,1,1,0.0
5e8f740429529124dfc3e7a5,2,1,5,0.6666666666666666
5ec2f68ee472061370f89528,2,1,1,0.0
5ef4d1576ff4100cd9145801,1,1,5,0.6666666666666666
5e830f59e432f201ddcbc319,1,1,4,0.5
5ef9eff5fa45ca7be59492c5,1,1,1,0.0
5e154a48820526b5b79ff363,2,1,2,0.16666666666666666
5cc9f6273298a10001bbc7f4,1,1,1,0.0
